task,architecture,seed,checkpoint_path,layer,component,ablation_strength_r,scale,base_test_acc,ablated_test_acc,delta_test_acc,base_test_loss,ablated_test_loss,base_val_acc,ablated_val_acc,delta_val_acc,status
key_value,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_key_value/checkpoints/model_best_val.pt,1,attn,0.1,0.9,1.0,1.0,0.0,2.5542337122412087e-06,1.2042049699327132e-05,1.0,1.0,0.0,ok
key_value,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_key_value/checkpoints/model_best_val.pt,1,attn,0.25,0.75,1.0,1.0,0.0,2.5542337122412087e-06,0.00021139787835030197,1.0,1.0,0.0,ok
key_value,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_key_value/checkpoints/model_best_val.pt,1,attn,0.5,0.5,1.0,0.9963333333333333,0.003666666666666707,2.5542337122412087e-06,0.07313529743502538,1.0,0.995,0.0050000000000000044,ok
key_value,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_key_value/checkpoints/model_best_val.pt,1,attn,0.75,0.25,1.0,0.4106666666666667,0.5893333333333333,2.5542337122412087e-06,2.257064998149872,1.0,0.4107142857142857,0.5892857142857143,ok
key_value,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_key_value/checkpoints/model_best_val.pt,1,attn,0.9,0.09999999999999998,1.0,0.09866666666666667,0.9013333333333333,2.5542337122412087e-06,5.267610629399617,1.0,0.11428571428571428,0.8857142857142857,ok
key_value,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_key_value/checkpoints/model_best_val.pt,1,attn,1.0,0.0,1.0,0.031,0.969,2.5542337122412087e-06,7.844024459520976,1.0,0.03357142857142857,0.9664285714285714,ok
key_value,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_key_value/checkpoints/model_best_val.pt,1,attn,0.0,1.0,1.0,1.0,0.0,2.062922305867687e-06,2.062922305867687e-06,1.0,1.0,0.0,ok
key_value,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_key_value/checkpoints/model_best_val.pt,1,attn,0.05,0.95,1.0,1.0,0.0,2.062922305867687e-06,4.845496353785468e-06,1.0,1.0,0.0,ok
key_value,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_key_value/checkpoints/model_best_val.pt,1,attn,0.1,0.9,1.0,1.0,0.0,2.062922305867687e-06,1.531685059793138e-05,1.0,1.0,0.0,ok
key_value,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_key_value/checkpoints/model_best_val.pt,1,attn,0.25,0.75,1.0,1.0,0.0,2.062922305867687e-06,0.0016041087995593746,1.0,1.0,0.0,ok
key_value,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_key_value/checkpoints/model_best_val.pt,1,attn,0.5,0.5,1.0,0.5036666666666667,0.4963333333333333,2.062922305867687e-06,1.608545074860255,1.0,0.5128571428571429,0.4871428571428571,ok
key_value,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_key_value/checkpoints/model_best_val.pt,1,attn,0.75,0.25,1.0,0.13066666666666665,0.8693333333333333,2.062922305867687e-06,8.785227537155151,1.0,0.13857142857142857,0.8614285714285714,ok
key_value,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_key_value/checkpoints/model_best_val.pt,1,attn,0.9,0.09999999999999998,1.0,0.044333333333333336,0.9556666666666667,2.062922305867687e-06,14.462732950846354,1.0,0.052142857142857144,0.9478571428571428,ok
key_value,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_key_value/checkpoints/model_best_val.pt,1,attn,1.0,0.0,1.0,0.034333333333333334,0.9656666666666667,2.062922305867687e-06,18.5124667485555,1.0,0.04,0.96,ok
key_value,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_key_value/checkpoints/model_best_val.pt,0,mlp,0.0,1.0,1.0,1.0,0.0,2.1464154921583636e-06,2.1464154921583636e-06,1.0,1.0,0.0,ok
key_value,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_key_value/checkpoints/model_best_val.pt,0,mlp,0.05,0.95,1.0,1.0,0.0,2.1464154921583636e-06,6.840073183411732e-06,1.0,1.0,0.0,ok
key_value,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_key_value/checkpoints/model_best_val.pt,0,mlp,0.1,0.9,1.0,1.0,0.0,2.1464154921583636e-06,2.520896123314742e-05,1.0,1.0,0.0,ok
key_value,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_key_value/checkpoints/model_best_val.pt,0,mlp,0.25,0.75,1.0,1.0,0.0,2.1464154921583636e-06,0.002847990777809173,1.0,1.0,0.0,ok
key_value,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_key_value/checkpoints/model_best_val.pt,0,mlp,0.5,0.5,1.0,0.573,0.42700000000000005,2.1464154921583636e-06,1.2684328258037567,1.0,0.5478571428571428,0.4521428571428572,ok
key_value,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_key_value/checkpoints/model_best_val.pt,0,mlp,0.75,0.25,1.0,0.09966666666666667,0.9003333333333333,2.1464154921583636e-06,4.217334628105164,1.0,0.09571428571428571,0.9042857142857142,ok
key_value,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_key_value/checkpoints/model_best_val.pt,0,mlp,0.9,0.09999999999999998,1.0,0.064,0.9359999999999999,2.1464154921583636e-06,4.944925149281819,1.0,0.056428571428571425,0.9435714285714286,ok
key_value,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_key_value/checkpoints/model_best_val.pt,0,mlp,1.0,0.0,1.0,0.042,0.958,2.1464154921583636e-06,4.961167136828105,1.0,0.03785714285714286,0.9621428571428572,ok
key_value,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_key_value/checkpoints/model_best_val.pt,0,mlp,0.0,1.0,1.0,1.0,0.0,2.5542337122412087e-06,2.5542337122412087e-06,1.0,1.0,0.0,ok
key_value,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_key_value/checkpoints/model_best_val.pt,0,mlp,0.05,0.95,1.0,1.0,0.0,2.5542337122412087e-06,7.623723831784446e-06,1.0,1.0,0.0,ok
key_value,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_key_value/checkpoints/model_best_val.pt,0,mlp,0.1,0.9,1.0,1.0,0.0,2.5542337122412087e-06,2.597465557604058e-05,1.0,1.0,0.0,ok
key_value,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_key_value/checkpoints/model_best_val.pt,0,mlp,0.25,0.75,1.0,1.0,0.0,2.5542337122412087e-06,0.002255771425552666,1.0,1.0,0.0,ok
key_value,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_key_value/checkpoints/model_best_val.pt,0,mlp,0.5,0.5,1.0,0.6543333333333333,0.3456666666666667,2.5542337122412087e-06,1.1008715232213337,1.0,0.6621428571428571,0.33785714285714286,ok
key_value,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_key_value/checkpoints/model_best_val.pt,0,mlp,0.75,0.25,1.0,0.07333333333333333,0.9266666666666666,2.5542337122412087e-06,4.0326259930928545,1.0,0.06857142857142857,0.9314285714285714,ok
key_value,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_key_value/checkpoints/model_best_val.pt,0,mlp,0.9,0.09999999999999998,1.0,0.034666666666666665,0.9653333333333334,2.5542337122412087e-06,4.791999101638794,1.0,0.027857142857142858,0.9721428571428572,ok
key_value,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_key_value/checkpoints/model_best_val.pt,0,mlp,1.0,0.0,1.0,0.034666666666666665,0.9653333333333334,2.5542337122412087e-06,4.830654939015706,1.0,0.027857142857142858,0.9721428571428572,ok
key_value,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_key_value/checkpoints/model_best_val.pt,0,mlp,0.0,1.0,1.0,1.0,0.0,2.062922305867687e-06,2.062922305867687e-06,1.0,1.0,0.0,ok
key_value,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_key_value/checkpoints/model_best_val.pt,0,mlp,0.05,0.95,1.0,1.0,0.0,2.062922305867687e-06,7.034236242967988e-06,1.0,1.0,0.0,ok
key_value,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_key_value/checkpoints/model_best_val.pt,0,mlp,0.1,0.9,1.0,1.0,0.0,2.062922305867687e-06,2.7596790914685698e-05,1.0,1.0,0.0,ok
key_value,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_key_value/checkpoints/model_best_val.pt,0,mlp,0.25,0.75,1.0,1.0,0.0,2.062922305867687e-06,0.0033406823252638182,1.0,1.0,0.0,ok
key_value,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_key_value/checkpoints/model_best_val.pt,0,mlp,0.5,0.5,1.0,0.625,0.375,2.062922305867687e-06,1.1787503858407338,1.0,0.6157142857142858,0.38428571428571423,ok
key_value,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_key_value/checkpoints/model_best_val.pt,0,mlp,0.75,0.25,1.0,0.13433333333333333,0.8656666666666667,2.062922305867687e-06,3.8968372543652854,1.0,0.12785714285714286,0.8721428571428571,ok
key_value,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_key_value/checkpoints/model_best_val.pt,0,mlp,0.9,0.09999999999999998,1.0,0.079,0.921,2.062922305867687e-06,4.5633775393168134,1.0,0.07214285714285715,0.9278571428571428,ok
key_value,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_key_value/checkpoints/model_best_val.pt,0,mlp,1.0,0.0,1.0,0.06966666666666667,0.9303333333333333,2.062922305867687e-06,4.596222956975301,1.0,0.06,0.94,ok
modular_addition,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,0.0,1.0,0.9998881306633851,0.9998881306633851,0.0,0.0012543680146336555,0.0012543680146336555,1.0,1.0,0.0,ok
modular_addition,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,0.05,0.95,0.9998881306633851,0.9997762613267703,0.00011186933661477827,0.0012543680146336555,0.001542273406604571,1.0,1.0,0.0,ok
modular_addition,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,0.1,0.9,0.9998881306633851,0.9997762613267703,0.00011186933661477827,0.0012543680146336555,0.0020372167844990535,1.0,1.0,0.0,ok
modular_addition,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,0.25,0.75,0.9998881306633851,0.9996643919901554,0.00022373867322966756,0.0012543680146336555,0.006147111925695624,1.0,1.0,0.0,ok
modular_addition,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,0.5,0.5,0.9998881306633851,0.9975388745944737,0.002349256068911454,0.0012543680146336555,0.06848204859665462,1.0,0.9960835509138382,0.003916449086161844,ok
modular_addition,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,0.75,0.25,0.9998881306633851,0.8178767199910505,0.18201141067233462,0.0012543680146336555,0.8667619705200196,1.0,0.8302872062663186,0.16971279373368142,ok
modular_addition,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,0.9,0.09999999999999998,0.9998881306633851,0.19856807249133013,0.801320058172055,0.0012543680146336555,2.8234532356262205,1.0,0.1919060052219321,0.8080939947780679,ok
modular_addition,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,1.0,0.0,0.9998881306633851,0.010291978968564717,0.9895961516948204,0.0012543680146336555,5.868083449772426,1.0,0.014360313315926894,0.9856396866840731,ok
modular_addition,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,0.0,1.0,1.0,1.0,0.0,0.0006179542014641421,0.0006179542014641421,1.0,1.0,0.0,ok
modular_addition,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,0.05,0.95,1.0,1.0,0.0,0.0006179542014641421,0.0008995860449171492,1.0,1.0,0.0,ok
modular_addition,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,0.1,0.9,1.0,1.0,0.0,0.0006179542014641421,0.0013553956290706993,1.0,1.0,0.0,ok
modular_addition,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,0.25,0.75,1.0,1.0,0.0,0.0006179542014641421,0.005779486788170678,1.0,1.0,0.0,ok
modular_addition,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,0.5,0.5,1.0,0.9956370958720214,0.004362904127978573,0.0006179542014641421,0.13560725791113717,1.0,0.9960835509138382,0.003916449086161844,ok
modular_addition,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,0.75,0.25,1.0,0.34332699407092515,0.6566730059290748,0.0006179542014641421,1.9592762572424753,1.0,0.3263707571801567,0.6736292428198434,ok
modular_addition,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,0.9,0.09999999999999998,1.0,0.10493343774471417,0.8950665622552858,0.0006179542014641421,5.8434906005859375,1.0,0.1174934725848564,0.8825065274151436,ok
modular_addition,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,1.0,0.0,1.0,0.009732632285490548,0.9902673677145094,0.0006179542014641421,12.65808151790074,1.0,0.014360313315926894,0.9856396866840731,ok
modular_addition,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,0.0,1.0,1.0,1.0,0.0,0.0006818169844336808,0.0006818169844336808,1.0,1.0,0.0,ok
modular_addition,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,0.05,0.95,1.0,1.0,0.0,0.0006818169844336808,0.001002170835688178,1.0,1.0,0.0,ok
modular_addition,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,0.1,0.9,1.0,1.0,0.0,0.0006818169844336808,0.001600372595047312,1.0,1.0,0.0,ok
modular_addition,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,0.25,0.75,1.0,0.9998881306633851,0.00011186933661488929,0.0006818169844336808,0.009967305005661078,1.0,1.0,0.0,ok
modular_addition,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,0.5,0.5,1.0,0.881530372524891,0.11846962747510903,0.0006818169844336808,0.3653099000453949,1.0,0.881201044386423,0.118798955613577,ok
modular_addition,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,0.75,0.25,1.0,0.18189954133571987,0.8181004586642802,0.0006818169844336808,4.103501769474574,1.0,0.20234986945169714,0.7976501305483028,ok
modular_addition,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,0.9,0.09999999999999998,1.0,0.034343886340754,0.965656113659246,0.0006818169844336808,10.29605985369001,1.0,0.03655352480417755,0.9634464751958225,ok
modular_addition,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_modular_addition/checkpoints/model_best_val.pt,1,attn,1.0,0.0,1.0,0.011634411007942724,0.9883655889920573,0.0006818169844336808,16.014125061035156,1.0,0.01174934725848564,0.9882506527415144,ok
modular_addition,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,0.0,1.0,0.9998881306633851,0.9998881306633851,0.0,0.0012543680146336555,0.0012543680146336555,1.0,1.0,0.0,ok
modular_addition,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,0.05,0.95,0.9998881306633851,0.9998881306633851,0.0,0.0012543680146336555,0.0015924102709894733,1.0,1.0,0.0,ok
modular_addition,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,0.1,0.9,0.9998881306633851,0.9998881306633851,0.0,0.0012543680146336555,0.002140768527585481,1.0,1.0,0.0,ok
modular_addition,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,0.25,0.75,0.9998881306633851,0.9998881306633851,0.0,0.0012543680146336555,0.007185895315238408,1.0,1.0,0.0,ok
modular_addition,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,0.5,0.5,0.9998881306633851,0.999328783980311,0.0005593466830741134,0.0012543680146336555,0.11467051144157137,1.0,0.9986945169712794,0.0013054830287205776,ok
modular_addition,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,0.75,0.25,0.9998881306633851,0.46750195771339076,0.5323861729499944,0.0012543680146336555,1.6017498459134782,1.0,0.4804177545691906,0.5195822454308094,ok
modular_addition,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,0.9,0.09999999999999998,0.9998881306633851,0.04911063877391207,0.950777491889473,0.0012543680146336555,4.8708862168448315,1.0,0.04177545691906005,0.95822454308094,ok
modular_addition,standard,0,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_0/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,1.0,0.0,0.9998881306633851,0.007383376216579036,0.9925047544468061,0.0012543680146336555,8.776537786211286,1.0,0.007832898172323759,0.9921671018276762,ok
modular_addition,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,0.0,1.0,1.0,1.0,0.0,0.0006179542014641421,0.0006179542014641421,1.0,1.0,0.0,ok
modular_addition,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,0.05,0.95,1.0,1.0,0.0,0.0006179542014641421,0.0009444591755579625,1.0,1.0,0.0,ok
modular_addition,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,0.1,0.9,1.0,1.0,0.0,0.0006179542014641421,0.0014722821469019566,1.0,1.0,0.0,ok
modular_addition,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,0.25,0.75,1.0,1.0,0.0,0.0006179542014641421,0.006277753505855799,1.0,1.0,0.0,ok
modular_addition,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,0.5,0.5,1.0,0.998657567960622,0.0013424320393780054,0.0006179542014641421,0.09809332553829465,1.0,0.9973890339425587,0.0026109660574412663,ok
modular_addition,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,0.75,0.25,1.0,0.583174851773129,0.416825148226871,0.0006179542014641421,1.1017119986670358,1.0,0.6057441253263708,0.3942558746736292,ok
modular_addition,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,0.9,0.09999999999999998,1.0,0.10001118693366148,0.8999888130663385,0.0006179542014641421,3.6484685012272426,1.0,0.08485639686684072,0.9151436031331592,ok
modular_addition,standard,1,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_1/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,1.0,0.0,1.0,0.009061416265801543,0.9909385837341984,0.0006179542014641421,10.053998020717076,1.0,0.013054830287206266,0.9869451697127938,ok
modular_addition,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,0.0,1.0,1.0,1.0,0.0,0.0006818169844336808,0.0006818169844336808,1.0,1.0,0.0,ok
modular_addition,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,0.05,0.95,1.0,1.0,0.0,0.0006818169844336808,0.0009900634825628783,1.0,1.0,0.0,ok
modular_addition,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,0.1,0.9,1.0,1.0,0.0,0.0006818169844336808,0.0014567126985639335,1.0,1.0,0.0,ok
modular_addition,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,0.25,0.75,1.0,1.0,0.0,0.0006818169844336808,0.005023608809070928,1.0,1.0,0.0,ok
modular_addition,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,0.5,0.5,1.0,1.0,0.0,0.0006818169844336808,0.050964822726590295,1.0,1.0,0.0,ok
modular_addition,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,0.75,0.25,1.0,0.9107282693813625,0.08927173061863747,0.0006818169844336808,0.5609471270016262,1.0,0.9281984334203656,0.07180156657963443,ok
modular_addition,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,0.9,0.09999999999999998,1.0,0.4819331021367043,0.5180668978632956,0.0006818169844336808,1.9623613561902726,1.0,0.4725848563968668,0.5274151436031331,ok
modular_addition,standard,2,/scratch/f006j44/erank/erank-interp/outputs/thesis_additions/seed_2/standard_modular_addition/checkpoints/model_best_val.pt,1,mlp,1.0,0.0,1.0,0.1307752545027408,0.8692247454972593,0.0006818169844336808,4.20811585698809,1.0,0.11488250652741515,0.8851174934725848,ok
